Symptom_id	Is_severe	Name
772746	0	Adductor vocal cord weakness
17714	0	Adenocarcinoma
63263	0	Adenocarcinoma gastric
117053	0	Adenocarcinoma of colon
629107	0	Adenocarcinoma of the cervix
8203	0	Adenocarcinoma pancreas
39890	0	Adenoid cystic carcinoma
50418	0	Adenoidal disorder
86714	0	Adenoidal hypertrophy
463576	0	Adenoidectomy
720191	0	Adenoiditis
308957	0	Adenoma benign
211510	0	Adenomyosis
91535	0	Adenotonsillectomy
731495	0	Adenoviral conjunctivitis
19361	0	Adenovirus infection
58137	0	Adhesion
622600	0	Adipomastia
90184	0	Adjusted calcium decreased
42812	0	Adjustment disorder
791699	0	Adjustment disorder with depressed mood
540656	0	Adjustment disorder with disturbance of conduct
652884	0	Adjustment disorder with mixed disturbance of emotion and conduct
925641	0	Administration related reaction
112818	0	Administration site bruise
42553	0	Administration site erythema
15010	0	Administration site extravasation
369971	0	Administration site hypersensitivity
540244	0	Administration site infection
839200	0	Administration site inflammation
105607	0	Administration site irritation
475807	0	Administration site joint discomfort
409731	0	Administration site joint erythema
481051	0	Administration site odour
29846	0	Administration site oedema
12446	0	Administration site pain
68945	0	Administration site pruritus
5053	0	Administration site rash
68949	0	Administration site reaction
436231	0	Administration site scar
110264	0	Administration site swelling
70083	0	Administration site urticaria
663593	0	Adnexa uteri mass
19512	0	Adnexa uteri pain
375425	0	Adnexal torsion
2450	0	Adrenal adenoma
483118	0	Adrenal atrophy
21214	0	Adrenal disorder
405205	0	Adrenal gland cancer
3523	0	Adrenal gland cancer metastatic
408212	0	Adrenal gland injury
23956	0	Adrenal haemorrhage
10696	0	Adrenal insufficiency
8213	0	Adrenal mass
282714	0	Adrenal neoplasm
238912	0	Adrenal suppression
4088	0	Adrenalectomy
806828	0	Adrenergic syndrome
84065	0	Adrenocortical insufficiency acute
293078	0	Adrenocortical insufficiency neonatal
48904	0	Adrenocorticotropic hormone deficiency
564658	0	Adrenomegaly
676731	0	Adult T-cell lymphoma/leukaemia
256756	0	Advanced sleep phase
584	0	Adverse drug reaction
845	0	Adverse event
1355	0	Adverse reaction
124641	0	Aeromona infection
250569	0	Aerophagia
36863	0	Affect lability
1814	0	Affective disorder
60231	0	Age-related macular degeneration
2561	0	Ageusia
1215	0	Aggression
113615	0	Agitated depression
937	0	Agitation
214765	0	Agitation neonatal
7638	0	Agitation postoperative
477492	0	Agnosia
229296	0	Agonal rhythm
4570	0	Agoraphobia
1033	0	Agranulocytosis
363397	0	Agraphia
262421	0	AIDS dementia complex
6153	0	Air embolism
303095	0	Airway burns
430809	0	Airway complication of anaesthesia
539131	0	Airway peak pressure increased
15166	0	Akathisia
22985	0	Akinesia
84998	0	Alanine aminotransferase
14452	0	Alanine aminotransferase abnormal
245981	0	Alanine aminotransferase decreased
837	0	Alanine aminotransferase increased
461672	0	Albright^s disease
670709	0	Albumin globulin ratio decreased
802755	0	Albumin globulin ratio increased
546016	0	Albumin urine
68186	0	Albumin urine present
75435	0	Albuminuria
14120	0	Alcohol abuse
314902	0	Alcohol detoxification
239389	0	Alcohol induced persisting dementia
6481	0	Alcohol interaction
51005	0	Alcohol intolerance
29361	0	Alcohol poisoning
210983	0	Alcohol problem
54915	0	Alcohol rehabilitation
252955	0	Alcohol test false positive
29383	0	Alcohol use
38772	0	Alcohol withdrawal syndrome
645237	0	Alcoholic
717309	0	Alcoholic hangover
490551	0	Alcoholic liver disease
562108	0	Alcoholic seizure
3211	0	Alcoholism
777633	0	Aldolase abnormal
219655	0	Aldolase increased
645950	0	Alice in wonderland syndrome
269529	0	Alkalosis
42974	0	Allergic bronchitis
37411	0	Allergic cough
5454	0	Allergic granulomatous angiitis
681774	0	Allergic hepatitis
251470	0	Allergic oedema
105382	0	Allergic respiratory disease
48569	0	Allergic respiratory symptom
248690	0	Allergic sinusitis
567649	0	Allergic transfusion reaction
331735	0	Allergy test positive
91850	0	Allergy to animal
18226	0	Allergy to arthropod bite
28145	0	Allergy to arthropod sting
15936	0	Allergy to chemicals
224296	0	Allergy to immunoglobulin therapy
18462	0	Allergy to metals
337013	0	Allodynia
754838	0	Allogenic bone marrow transplantation therapy
698417	0	Alloimmunisation
44	0	Alopecia
37074	0	Alopecia areata
720385	0	Alopecia scarring
443979	0	Alopecia totalis
47770	0	Alopecia universalis
108515	0	Alpha 1 foetoprotein abnormal
83963	0	Alpha 1 foetoprotein increased
552823	0	Alpha 2 globulin increased
395166	0	Alpha haemolytic streptococcal infection
600693	0	Alpha hydroxybutyrate dehydrogenase increased
539328	0	Alpha-1 anti-trypsin decreased
246318	0	Alport^s syndrome
1710	0	Altered state of consciousness
97531	0	Altered visual depth perception
71369	0	Alternaria infection
275939	0	Alveolar bone resorption
673	0	Alveolar lung disease
243753	0	Alveolar osteitis
268828	0	Alveolar proteinosis
409510	0	Alveolar soft part sarcoma
49660	0	Alveolitis
50126	0	Alveolitis allergic
11259	0	Amaurosis
20038	0	Amaurosis fugax
78035	0	Amblyopia
2407	0	Amenorrhoea
232220	0	American trypanosomiasis
439037	0	Amino acid level abnormal
275203	0	Amino acid level increased
255695	0	Amino acid metabolism disorder
406846	0	Aminoaciduria
310701	0	Ammonia abnormal
2757	0	Ammonia increased
2140	0	Amnesia
28898	0	Amnestic disorder
429372	0	Amniocentesis abnormal
874481	0	Amniorrhexis
423791	0	Amniorrhoea
753621	0	Amniotic band syndrome
316447	0	Amniotic cavity infection
419737	0	Amniotic fluid index abnormal
21055	0	Amniotic fluid volume decreased
342781	0	Amniotic fluid volume increased
435741	0	Amoebiasis
687452	0	Amoebic colitis
687454	0	Amoebic dysentery
219278	0	Amphetamines negative
71305	0	Amphetamines positive
4973	0	Amputation
903561	0	Amputation of penis
563261	0	Amputation stump pain
8435	0	Amylase abnormal
13027	0	Amylase decreased
1683	0	Amylase increased
73329	0	Amyloidosis
279869	0	Amyotrophic lateral sclerosis
226626	0	Amyotrophy
215	0	Anaemia
12250	0	Anaemia macrocytic
379276	0	Anaemia megaloblastic
468580	0	Anaemia neonatal
47801	0	Anaemia of chronic disease
437084	0	Anaemia of malignant disease
668458	0	Anaemia of pregnancy
267084	0	Anaemia postoperative
363467	0	Anaemia vitamin B12 deficiency
309353	0	Anaesthesia
802621	0	Anaesthesia dolorosa
521409	0	Anaesthesia procedure
5847	0	Anaesthetic complication
717314	0	Anaesthetic complication cardiac
733510	0	Anaesthetic complication foetal
491805	0	Anaesthetic complication neurological
408447	0	Anaesthetic complication pulmonary
21442	0	Anal abscess
221160	0	Anal atresia
228187	0	Anal cancer
447857	0	Anal candidiasis
72084	0	Anal erosion
251082	0	Anal fissure
1139	0	Anal fistula
25596	0	Anal haemorrhage
711344	0	Anal infection
267678	0	Anal inflammation
484744	0	Anal injury
786925	0	Anal lesion excision
238258	0	Anal paraesthesia
600548	0	Anal prolapse
7310	0	Anal pruritus
687900	0	Anal spasm
50271	0	Anal sphincter atony
9950	0	Anal squamous cell carcinoma
347657	0	Anal stenosis
13150	0	Anal ulcer
497369	0	Analgesic asthma syndrome
651327	0	Analgesic drug level increased
217144	0	Analgesic therapy
2725	0	Anaphylactic reaction
1354	0	Anaphylactic shock
25628	0	Anaphylactoid reaction
394204	0	Anaphylactoid shock
641984	0	Anaphylactoid syndrome of pregnancy
625958	0	Anaplastic astrocytoma
393843	0	Anaplastic large cell lymphoma T- and null-cell types
248506	0	Anaplastic large cell lymphoma T- and null-cell types stage IV
89779	0	Anaplastic thyroid cancer
817990	0	Anastomotic complication
33980	0	Anastomotic haemorrhage
72073	0	Anastomotic leak
219147	0	Anastomotic stenosis
751028	0	Anastomotic ulcer
218700	0	Androgen deficiency
628894	0	Androgen receptor gene overexpression
91303	0	Androgenetic alopecia
318697	0	Androgens abnormal
225517	0	Anencephaly
19523	0	Aneurysm
513878	0	Aneurysm repair
1905	0	Aneurysm ruptured
987	0	Anger
76862	0	Angina bullosa haemorrhagica
296	0	Angina pectoris
10183	0	Angina unstable
692958	0	Angiocentric lymphoma
903663	0	Angiodermatitis
252894	0	Angiodysplasia
1401	0	Angioedema
514125	0	Angiogenesis biomarker increased
465509	0	Angiogram
804976	0	Angiogram abnormal
502630	0	Angiogram cerebral abnormal
293280	0	Angiogram retina abnormal
635369	0	Angioimmunoblastic T-cell lymphoma
292172	0	Angioimmunoblastic T-cell lymphoma stage III
808536	0	Angiokeratoma
23311	0	Angiomyolipoma
16935	0	Angiopathy
348	0	Angioplasty
120301	0	Angiosarcoma
805323	0	Angiosarcoma recurrent
462490	0	Angiosclerosis
270763	0	Angiotensin converting enzyme decreased
4335	0	Angle closure glaucoma
97033	0	Angular cheilitis
3703	0	Anhedonia
89892	0	Anhidrosis
22807	0	Animal bite
63890	0	Animal scratch
234556	0	Anion gap
225461	0	Anion gap abnormal
111566	0	Anion gap decreased
7221	0	Anion gap increased
66012	0	Anisocytosis
813567	0	Anisometropia
407092	0	Ankle deformity
5775	0	Ankle fracture
279795	0	Ankle operation
420982	0	Ankyloglossia congenital
70820	0	Ankylosing spondylitis
551305	0	Anogenital dysplasia
108160	0	Anogenital warts
330629	0	Anomalous pulmonary venous connection
550754	0	Anomaly of external ear congenital
260738	0	Anophthalmos
7313	0	Anorectal discomfort
11112	0	Anorectal disorder
551307	0	Anorectal human papilloma virus infection
72992	0	Anorectal infection
615917	0	Anorectal operation
83455	0	Anorectal swelling
417581	0	Anorectal ulcer
16991	0	Anorexia nervosa
14688	0	Anorgasmia
2562	0	Anosmia
662722	0	Anosognosia
361978	0	Anotia
112523	0	Anovulatory cycle
430808	0	Anoxia
475016	0	Anterior chamber cell
695126	0	Anterior chamber degeneration
312895	0	Anterior chamber disorder
685019	0	Anterior chamber fibrin
668340	0	Anterior chamber flare
573339	0	Anterior chamber inflammation
437135	0	Anterior interosseous syndrome
471295	0	Anterior segment ischaemia
217517	0	Anterograde amnesia
620238	0	Anti A antibody positive
224311	0	Anti factor V antibody positive
302412	0	Anti factor VIII antibody positive
647287	0	Anti factor VIII antibody test
241727	0	Anti factor X antibody positive
589748	0	Anti-androgen withdrawal syndrome
842770	0	Anti-cyclic citrullinated peptide antibody positive
513143	0	Anti-erythrocyte antibody positive
887418	0	Anti-erythropoietin antibody positive
871041	0	Anti-GAD antibody positive
115225	0	Anti-insulin antibody
123751	0	Anti-insulin antibody increased
111737	0	Anti-insulin antibody positive
465939	0	Anti-insulin receptor antibody positive
335852	0	Anti-interferon antibody
49332	0	Anti-interferon antibody positive
74357	0	Anti-JC virus antibody index
73380	0	Anti-Muellerian hormone level decreased
121839	0	Anti-neutrophil cytoplasmic antibody positive vasculitis
391804	0	Anti-platelet antibody positive
448751	0	Anti-thyroid antibody
235962	0	Anti-thyroid antibody positive
675760	0	Anti-transglutaminase antibody
284266	0	Anti-transglutaminase antibody increased
461504	0	Antiandrogen therapy
42056	0	Antibiotic level above therapeutic
831087	0	Antibiotic level below therapeutic
217915	0	Antibiotic therapy
763368	0	Antibody test
6987	0	Antibody test abnormal
67287	0	Antibody test negative
84299	0	Antibody test positive
123386	0	Anticholinergic syndrome
123461	0	Anticoagulant therapy
15378	0	Anticoagulation drug level abnormal
391143	0	Anticoagulation drug level above therapeutic
136594	0	Anticoagulation drug level below therapeutic
58356	0	Anticoagulation drug level decreased
780708	0	Anticoagulation drug level increased
658862	0	Anticonvulsant drug level
790266	0	Anticonvulsant drug level abnormal
289624	0	Anticonvulsant drug level above therapeutic
601154	0	Anticonvulsant drug level below therapeutic
277251	0	Anticonvulsant drug level decreased
1707	0	Anticonvulsant drug level increased
733773	0	Antidepressant drug level above therapeutic
615159	0	Antidepressant drug level decreased
539415	0	Antidepressant drug level increased
468227	0	Antidiuretic hormone abnormality
497972	0	Antimetropia
219940	0	Antimicrobial susceptibility test resistant
703337	0	Antimitochondrial antibody positive
815824	0	Antineutrophil cytoplasmic antibody increased
496179	0	Antineutrophil cytoplasmic antibody positive
606546	0	Antinuclear antibody
9162	0	Antinuclear antibody increased
232924	0	Antinuclear antibody negative
81776	0	Antinuclear antibody positive
431148	0	Antiphospholipid antibodies
4143	0	Antiphospholipid antibodies positive
21627	0	Antiphospholipid syndrome
129479	0	Antipsychotic drug level above therapeutic
87306	0	Antipsychotic drug level below therapeutic
377836	0	Antipsychotic drug level decreased
33046	0	Antipsychotic drug level increased
22507	0	Antisocial behaviour
361477	0	Antisocial personality disorder
364592	0	Antisynthetase syndrome
246529	0	Antithrombin III decreased
394321	0	Antithrombin III deficiency
306492	0	Antiviral prophylaxis
7957	0	Anuria
129	0	Anxiety
29028	0	Anxiety disorder
363784	0	Anxiety disorder due to a general medical condition
238004	0	Aorta hypoplasia
8104	0	Aortic aneurysm
266909	0	Aortic aneurysm repair
93101	0	Aortic aneurysm rupture
3932	0	Aortic arteriosclerosis
893016	0	Aortic bypass
236106	0	Aortic calcification
44512	0	Aortic dilatation
132558	0	Aortic disorder
9000	0	Aortic dissection
630364	0	Aortic dissection rupture
919756	0	Aortic elongation
891617	0	Aortic injury
462360	0	Aortic intramural haematoma
390810	0	Aortic occlusion
511469	0	Aortic rupture
1888	0	Aortic stenosis
308723	0	Aortic stent insertion
575002	0	Aortic surgery
268704	0	Aortic thrombosis
13094	0	Aortic valve calcification
241015	0	Aortic valve disease
48147	0	Aortic valve incompetence
805723	0	Aortic valve repair
11748	0	Aortic valve replacement
389457	0	Aortic valve sclerosis
11749	0	Aortic valve stenosis
49141	0	Aortitis
562120	0	Aorto-duodenal fistula
464699	0	Aorto-oesophageal fistula
252465	0	Apallic syndrome
9670	0	Apathy
910326	0	Apgar score abnormal
6621	0	Apgar score low
220037	0	Aphagia
5833	0	Aphasia
756484	0	Apheresis
4786	0	Aphonia
212833	0	Aphthous stomatitis
1046	0	Aphthous ulcer
601115	0	Apical granuloma
15913	0	Aplasia
329282	0	Aplasia cutis congenita
21316	0	Aplasia pure red cell
65836	0	Aplastic anaemia
19324	0	Apnoea
27014	0	Apnoea neonatal
131723	0	Apnoea test
8637	0	Apnoeic attack
366417	0	Aponeurosis contusion
677193	0	Apoptosis
1076	0	Apoptotic colonopathy
5834	0	Apparent death
24074	0	Apparent life threatening event
670884	0	Appendiceal abscess
24247	0	Appendicectomy
21975	0	Appendicitis
47287	0	Appendicitis perforated
136910	0	Appendicolith
399174	0	Appendix cancer
323723	0	Appendix disorder
24823	0	Appetite disorder
522944	0	Application site abscess
215850	0	Application site acne
689203	0	Application site alopecia
5381	0	Application site bruise
231	0	Application site burn
290469	0	Application site coldness
86717	0	Application site dermatitis
22729	0	Application site discharge
230	0	Application site discolouration
26277	0	Application site discomfort
241	0	Application site dryness
760401	0	Application site eczema
3469	0	Application site erosion
234	0	Application site erythema
2493	0	Application site exfoliation
403446	0	Application site extravasation
218551	0	Application site fissure
34593	0	Application site folliculitis
134243	0	Application site haematoma
6059	0	Application site haemorrhage
220797	0	Application site hyperaesthesia
5695	0	Application site hypersensitivity
44734	0	Application site hypoaesthesia
15109	0	Application site induration
100785	0	Application site infection
37658	0	Application site inflammation
428203	0	Application site injury
1740	0	Application site irritation
1704	0	Application site laceration
492363	0	Application site mass
123188	0	Application site nodule
1581	0	Application site odour
29331	0	Application site oedema
237	0	Application site pain
729458	0	Application site pallor
22642	0	Application site papules
41979	0	Application site paraesthesia
225651	0	Application site perspiration
475177	0	Application site photosensitivity reaction
531	0	Application site pruritus
5375	0	Application site pustules
532	0	Application site rash
226	0	Application site reaction
229	0	Application site scab
1741	0	Application site scar
2492	0	Application site swelling
30736	0	Application site ulcer
9586	0	Application site urticaria
235	0	Application site vesicles
9149	0	Application site warmth
237203	0	Apraxia
44273	0	Aptyalism
643066	0	Aquagenic pruritus
634299	0	Aqueductal stenosis
394939	0	Arachnoid cyst
65808	0	Arachnoiditis
104663	0	Arcus lipoides
43718	0	Areflexia
497622	0	Argininosuccinate lyase increased
728948	0	Argyria
516084	0	Arm amputation
9022	0	Arnold-Chiari malformation
154	0	Arrhythmia
8916	0	Arrhythmia supraventricular
15324	0	Arterial disorder
255252	0	Arterial fibrosis
48644	0	Arterial haemorrhage
114852	0	Arterial injury
10739	0	Arterial occlusive disease
316834	0	Arterial repair
18202	0	Arterial restenosis
35871	0	Arterial rupture
611943	0	Arterial spasm
262388	0	Arterial stenosis
459645	0	Arterial stent insertion
401876	0	Arterial therapeutic procedure
8499	0	Arterial thrombosis
375799	0	Arteriogram
615269	0	Arteriogram abnormal
567746	0	Arteriogram carotid abnormal
13764	0	Arteriogram coronary
20736	0	Arteriosclerosis
211743	0	Arteriosclerosis coronary artery
537660	0	Arteriosclerotic retinopathy
37168	0	Arteriospasm coronary
124385	0	Arteriovenous fistula
127375	0	Arteriovenous fistula aneurysm
44809	0	Arteriovenous fistula occlusion
44393	0	Arteriovenous fistula operation
11971	0	Arteriovenous fistula site complication
748068	0	Arteriovenous fistula site haemorrhage
373543	0	Arteriovenous fistula site infection
438900	0	Arteriovenous fistula thrombosis
823332	0	Arteriovenous graft aneurysm
457992	0	Arteriovenous graft site haemorrhage
370002	0	Arteriovenous graft site infection
216425	0	Arteriovenous malformation
284229	0	Arteriovenous shunt operation
573857	0	Arteritis
709214	0	Arteritis coronary
533300	0	Arteritis infective
210786	0	Artery dissection
340	0	Arthralgia
597	0	Arthritis
726311	0	Arthritis allergic
9272	0	Arthritis bacterial
31806	0	Arthritis enteropathic
779880	0	Arthritis fungal
69587	0	Arthritis infective
284339	0	Arthritis reactive
74940	0	Arthritis salmonella
67414	0	Arthrodesis
394608	0	Arthrogram
651	0	Arthropathy
19979	0	Arthropod bite
421205	0	Arthropod infestation
58639	0	Arthropod sting
444167	0	Arthropod-borne disease
9076	0	Arthroscopic surgery
1182	0	Arthroscopy
65676	0	Articular calcification
27571	0	Artificial crown procedure
27217	0	Artificial heart device user
223112	0	Asbestosis
676670	0	Ascariasis
562	0	Ascites
663992	0	Asocial behaviour
337275	0	Aspartate aminotransferase
14451	0	Aspartate aminotransferase abnormal
279948	0	Aspartate aminotransferase decreased
841	0	Aspartate aminotransferase increased
505646	0	Asperger^s disorder
405099	0	Aspergilloma
226325	0	Aspergillus infection
84208	0	Aspergillus test positive
6961	0	Asphyxia
4358	0	Aspiration
783746	0	Aspiration bone marrow
103714	0	Aspiration bone marrow abnormal
132632	0	Aspiration bronchial
31807	0	Aspiration joint
36106	0	Aspiration pleural cavity
850680	0	Aspiration tracheal
410228	0	Aspirin-exacerbated respiratory disease
238008	0	Asplenia
42410	0	Assisted delivery
6633	0	Asterixis
9	0	Asthenia
6755	0	Asthenopia
93887	0	Asthenospermia
203	0	Asthma
84945	0	Asthma exercise induced
2305	0	Asthmatic crisis
93065	0	Astigmatism
517336	0	Astringent therapy
393814	0	Astrocytoma
320889	0	Astrocytoma, low grade
275552	0	Asymmetric gluteal fold
637135	0	Asymptomatic bacteriuria
2798	0	Ataxia
3908	0	Atelectasis
578321	0	Athetosis
98438	0	Atlantoaxial instability
86552	0	Atonic seizures
238598	0	Atonic urinary bladder
828608	0	Atopy
1007	0	Atrial fibrillation
14713	0	Atrial flutter
217679	0	Atrial hypertrophy
516197	0	Atrial pressure increased
880	0	Atrial septal defect
330630	0	Atrial septal defect repair
28137	0	Atrial tachycardia
1713	0	Atrial thrombosis
7977	0	Atrioventricular block
43526	0	Atrioventricular block complete
4325	0	Atrioventricular block first degree
45604	0	Atrioventricular block second degree
84669	0	Atrioventricular conduction time shortened
425286	0	Atrioventricular dissociation
41892	0	Atrioventricular septal defect
49358	0	Atrophic glossitis
109540	0	Atrophic vulvovaginitis
8760	0	Atrophy
415334	0	Atrophy of globe
5888	0	Attention deficit/hyperactivity disorder
314783	0	Attention-seeking behaviour
896046	0	Atypical benign partial epilepsy
484	0	Atypical femur fracture
364581	0	Atypical fibroxanthoma
15408	0	Atypical fracture
231035	0	Atypical mycobacterial infection
266643	0	Atypical mycobacterial pneumonia
253986	0	Atypical mycobacterium test positive
936	0	Atypical pneumonia
37076	0	Audiogram abnormal
6106	0	Aura
217016	0	Auricular swelling
6570	0	Autism
69361	0	Autism spectrum disorder
818235	0	Autoantibody positive
885633	0	Autoantibody test
406632	0	Autoimmune colitis
26651	0	Autoimmune dermatitis
2734	0	Autoimmune disorder
12955	0	Autoimmune haemolytic anaemia
6883	0	Autoimmune hepatitis
677214	0	Autoimmune neutropenia
295999	0	Autoimmune pancreatitis
623261	0	Autoimmune progesterone dermatitis
825	0	Autoimmune thyroiditis
298301	0	Automatic bladder
441237	0	Automatism
55054	0	Autonomic dysreflexia
271584	0	Autonomic failure syndrome
37754	0	Autonomic nervous system imbalance
41693	0	Autonomic neuropathy
32103	0	Autophobia
415389	0	Autoscopy
435954	0	Autosomal chromosome anomaly
411875	0	Aversion
265223	0	Avian influenza
691688	0	Avoidant personality disorder
315700	0	Avulsion fracture
37973	0	Axillary mass
100372	0	Axillary pain
20709	0	Axillary vein thrombosis
72254	0	Axonal neuropathy
19591	0	Azoospermia
194	0	Azotaemia
31754	0	B-cell lymphoma
415155	0	B-cell lymphoma recurrent
495973	0	B-cell small lymphocytic lymphoma
773486	0	B-cell type acute leukaemia
534656	0	B-cell unclassifiable lymphoma low grade
807387	0	B-lymphocyte abnormalities
322838	0	B-lymphocyte count decreased
264703	0	B-lymphocyte count increased
9824	0	Babesiosis
36675	0	Bacillus bacteraemia
620972	0	Bacillus infection
36673	0	Bacillus test positive
457	0	Back disorder
2802	0	Back injury
842	0	Back pain
781	0	Bacteraemia
835103	0	Bacterascites
477531	0	Bacterial colitis
213964	0	Bacterial diarrhoea
3916	0	Bacterial disease carrier
7701	0	Bacterial infection
721023	0	Bacterial iritis
329334	0	Bacterial pericarditis
679530	0	Bacterial prostatitis
